"id_reac","smiles","description","solvent","catalyst","temperature"
"US039857612","[Cl:1][C:2]1[CH:3]=[CH:4][C:5]([OH:10])=[C:6]([CH:9]=1)[CH:7]=O.C(N)CCC.O.[N+:17]([CH3:20])([O-:19])=[O:18]>C1C=CC=CC=1.C(O)(=O)C>[Cl:1][C:2]1[CH:3]=[CH:4][C:5]([OH:10])=[C:6]([CH:9]=1)[CH:7]=[CH:20][N+:17]([O-:19])=[O:18]","5-Chloro-2-hydroxybenzaldehyde (15.6 g.) and n-butylamine (9.12 g) were refluxed in dry benzene (125 ml.) using Dean-Stark water separator for 3 hours. The benzene phase was concentrated to get the oily intermediate (23 g.). It was refluxed in glacial acetic acid (70 ml.) along with nitromethane (23 ml.) for 1 hour. The crude product was obtained by adding ice-water into the reaction mixture. The crude product was crystallised from benzene. The title product melted at 163-5° C.","C(C)(=O)O","",""
"US039857651","[C:1]([C:4]#[C:5][C:6]1[CH:11]=[CH:10][CH:9]=[CH:8][CH:7]=1)(=[O:3])[CH3:2].C[Si]([N:16]=[N+:17]=[N-:18])(C)C>CCOCC>[C:1]([C:4]1[N:16]=[N:17][NH:18][C:5]=1[C:6]1[CH:11]=[CH:10][CH:9]=[CH:8][CH:7]=1)(=[O:3])[CH3:2]","A mixture of 30 g (0.21 mole) of acetylphenyl-acetylene and 24 g (0.21 mole) of trimethylsilyl azide was heated at 140°C for 24 hours. It was then cooled, dissolved in ether, and extracted with dilute sodium hydroxide. This aqueous layer was separated and made acidic with dilute HCl. The precipitate was recrystallized from benzene-petroleum ether to give 11 g (28%) of 4-acetyl-5-phenyltriazole, m.p. 117°-118°C.","CCOCC","",""
"US039857652","[C:1]1([C:7]#[C:8][C:9]2[CH:14]=[CH:13][CH:12]=[CH:11][CH:10]=2)[CH:6]=[CH:5][CH:4]=[CH:3][CH:2]=1.C[Si]([N:19]=[N+:20]=[N-:21])(C)C>>[C:1]1([C:7]2[N:19]=[N:20][NH:21][C:8]=2[C:9]2[CH:10]=[CH:11][CH:12]=[CH:13][CH:14]=2)[CH:6]=[CH:5][CH:4]=[CH:3][CH:2]=1","A mixture of 50 g (0.28 moles) of diphenylacetylene and 33 g (0.28 moles) of trimethylsilylazide was heated at 150°C for several days. The cooled reaction mixture was extracted with hot dilute NaOH. This was washed with toluene while still warm, cooled, and acidified. The precipitate was recrystallized from toluene to give 17 g of 4,5-diphenyl-1,2,3(1H)-triazole, m.p. 131°C.","CCOCC","",""
"US039857561","[Cl-].[C:2]([N:6]([S+:13]([CH3:15])[CH3:14])[C:7]1[CH:12]=[CH:11][CH:10]=[CH:9][CH:8]=1)([CH3:5])([CH3:4])[CH3:3].[SH3+].[F:17][C:18]([F:23])([F:22])[C:19]([O-:21])=[O:20]>CO.FC(F)(F)C([O-])=O.[Ag+]>[F:17][C:18]([F:23])([F:22])[C:19]([O-:21])=[O:20].[C:2]([N:6]([S+:13]([CH3:15])[CH3:14])[C:7]1[CH:12]=[CH:11][CH:10]=[CH:9][CH:8]=1)([CH3:5])([CH3:4])[CH3:3] |f:0.1,5.6,7.8|","In a suitable reaction vessel, 5.40 grams (0.0220 mole) of N-t-butyl anilino dimethyl sulfonium chloride was dissolved in 50 ml of dry methanol; 4.86 grams (0.0220 mole) of silver trifluoroacetate was dissolved in 50 ml of dry CH3OH and added to the sulfonium salt solution over a period of about 3 minutes. Upon commencement of the addition of the trifluoroacetate solution, a white precipitate formed. After 2 hours at room temperature, the AgCl was filtered off, and CH3OH removed by rotatory evaporation. This procedure yielded a reddish-brown oil which was triturated with dry ether to yield a white salt. This salt was dried to yield 5.43 grams (0.0168 mole) of N-t-butyl anilino dimethyl sulfonium trifluoroacetate for a 76% yield.","CO","",""
"US039857562","[NH2:1][C:2]1[CH:7]=[CH:6][CH:5]=[CH:4][CH:3]=1.ClOC(C)(C)C.[S:14]1[CH2:18][CH2:17][CH2:16][CH2:15]1.C[O-].[Na+]>CO.C(Cl)Cl>[NH2:1][C:2]1[CH:7]=[CH:6][CH:5]=[CH:4][CH:3]=1.[S:14]1[CH2:18][CH2:17][CH2:16][CH:15]1[C:3]1[CH:4]=[CH:5][CH:6]=[CH:7][C:2]=1[NH2:1] |f:3.4|","To a vigorously stirred solution of 10.0 grams (0.11 mole) of aniline in 200 ml. of methylene chloride cooled to -78° C. under nitrogen were added by means of a jacketed constant pressure additional funnel 11.7 grams (0.11 mole) of tert.-butyl hypochlorite also cooled to -78° C. This solution was stirred for 10 minutes. The funnel was rinsed with a few ml. of cold methylene chloride and 44 ml. (ca. 5 equivalents) of tetrahydrothiophene was cooled to -78° C., added dropwise to the reaction mixture, and stirred for 3 hours. In 50 ml. of methanol, 7.0 grams (0.13 mole, 1.2 equivalents) of sodium methoxide were placed in the funnel, cooled, and added quickly to the reaction mixture. The dry-ice/acetone cooling bath was removed and the solution stirred for 2 hours. The reaction was quenched by the addition of 100 ml. of water, the heterogeneous mixture separated, the aqueous layer was extracted two times with 100-ml. portions of methylene chloride. The combined organic layers were washed with saturated sodium chloride solution, dried over anhydrous sodium sulfate, and filtered. The solvent was removed in vacuo to produce a dark red oil. Fractional distillation of the oil gave 5.03 grams (0.054 mole) of aniline and 6.11 grams (0.034 mole) of 2-(2-tetrahydrothienyl)aniline for a 31% yield based on starting material and a 64% yield based on unrecovered starting material: b.p. 130°-134° C. (0.19 mm), ND26.8 1.6258, IR (neat) 2.92, 3.36, 6.12, 6.70, and 13.40μ, NMR (CCl4)T 7.82 (4H, m), 6.99 (2H, m) 6.06 (2H, s), 5.52 (2H, t), 3.20 (4H, m).","C(Cl)Cl","",""
"US039857563","N[C:2]1[CH:7]=[CH:6][CH:5]=[CH:4][CH:3]=1.[CH2:8]([S:15][C:16]1[CH:21]=[CH:20][CH:19]=[CH:18][CH:17]=1)[C:9]1[CH:14]=[CH:13][CH:12]=[CH:11][CH:10]=1.C(OCl)(C)(C)C.C[O-].[Na+].C(#[N:33])C>CO.C(Cl)Cl>[NH2:33][C:17]1[CH:18]=[CH:19][CH:20]=[CH:21][C:16]=1[S:15][CH:8]([C:2]1[CH:7]=[CH:6][CH:5]=[CH:4][CH:3]=1)[C:9]1[CH:14]=[CH:13][CH:12]=[CH:11][CH:10]=1 |f:3.4|","To a rapidly stirred solution of 2.3 g. (0.025 mole) of aniline and 10.0 g. (0.050 mole) of benzylphenylsulfide in 300 ml. of dry acetonitrile and 100 ml. of methylene chloride under nitrogen at -40° C., was added dropwise 3.5 g. (0.032 mole, 28% excess) of tert-butylhypochlorite in 25 ml. of methylene chloride at -78° C. in diffuse light. The reaction mixture was stirred 4 hours at -40° C. then allowed to warm slowly to -20° C. over 3 hours. Sodium methoxide (7.0 g., 0.13 mole) in 50 ml. of dry methanol (at 25°C) was added quickly. The reaction mixture was stirred for 1 hour as it warmed to room temperature. The solution was concentrated in vacuo, 100 ml. of water was added, and extracted with 5 × 100 ml. of chloroform. The combined organic phases were washed with 50 ml. of 5% aqueous sodium hydroxide, 100 ml. of saturated sodium chloride solution, dried over anhydrous magnesium sulfate, and filtered. Solvent was removed in vacuo giving a dark brown oil which was chromatographed on 300 g. of Fisher basic alumina (Act I) using etherpentane as eluant. Recovered was 5.2 g. (72% yield based on starting aniline) of 2-aminodiphenylthiophenoxymethane. Recrystallization from ethanol-water gave light yellow crystals, m.p. 65°-65.5° ; ir (cm-1) (CCl4) 3480, 3380, 3090, 1620, 1580, 1490, 1450, 1310, 1270, 1160, 1080, 1070, 1025, 690; NMR (CCl4) τ: 2.4-3.7 (14H, m), 4.51 (1H, s), 6.0-6.4 (2H, br s).","C(Cl)Cl","",""
"US039857564","[N+:1]([C:4]1[CH:10]=[CH:9][C:7]([NH2:8])=[CH:6][CH:5]=1)([O-:3])=[O:2].[CH2:11]([S:18]C1C=CC=CC=1)[C:12]1[CH:17]=[CH:16][CH:15]=[CH:14][CH:13]=1.[C:25](OCl)([CH3:28])([CH3:27])C.[CH3:31][O-].[Na+].[C:34](#N)[CH3:35]>CO.C(Cl)Cl>[NH2:8][C:7]1[CH:9]=[CH:10][C:4]([N+:1]([O-:3])=[O:2])=[CH:5][C:6]=1[S:18][CH:11]([C:12]1[CH:13]=[CH:14][CH:15]=[CH:16][CH:17]=1)[C:27]1[CH:25]=[CH:28][CH:35]=[CH:34][CH:31]=1 |f:3.4|","To a rapidly stirred solution of 3.5 g. (0.025 mole) of p-nitroaniline and 10.0 g. (0.050 mole) of benzylphenylsulfide in 300 ml. of dry acetonitrile and 100 ml. of methylene chloride under nitrogen at -40° C. was added dropwise 3.5 g. (0.032 mole, 28% excess) t-butylhypochlorite in 25 ml. of methylene chloride at -78° C. in diffuse light. The reaction mixture was stirred for 4 hours at -40° C., then allowed to warm slowly to -20° C. over 3 hours. Sodium methoxide (7.0 g., 0.13 mole) in 50 ml. of methanol at 25° C. was added quickly. The reaction mixture was stirred for 1 hour as it warmed to room temperature. The solution was concentrated in vacuo, 250 ml. of dry toluene and 30 ml. of triethylamine were added, and the solution was heated under reflux for 36 hours. The solution was concentrated in vacuo, 100 ml. of water was added, and product was extracted with five 100-ml. portions of methylene chloride. The combined organic phases were washed with 50 ml. of 5% aqueous sodium hydroxide, 100 ml. of saturated sodium chloride solution, dried over anhydrous magnesium sulfate, and filtered. Solvent was removed in vacuo leaving an orange oil which was chromatographed on 400 g. of Fisher basic alumina (Act I) using ether as eluant. Recovered was 5.5 g. (65% based on p-nitroaniline) of 2-amino-5-nitrodiphenylthiophenoxymethane as yellow crystals m.p. 103°-105° C.; ir (cm-1) (KBr) 3480, 3380, 3050, 1620, 1570, 1480, 1380, 1150, 1090, 905, 825, 745, 725, 695; NMR (CDCl3) τ: 1.8-3.5 (13H, m), 4.50 (1H, s), 5.2-5.4 (2H, br s); mass spectrum m/e 336(1), 227(100), 180(35).","C(Cl)Cl","",""
"US039857661","[NH:1]1[CH:5]=[CH:4][N:3]=[CH:2]1.[CH2:6]([N:8](CC)[CH2:9][CH3:10])C.[Cl:13][C:14]1[CH:19]=[CH:18][C:17]([C:20]([C:23]2[CH:28]=[CH:27][CH:26]=[CH:25][CH:24]=2)(Cl)Cl)=[CH:16][CH:15]=1.C1C=CC=CC=1.C(#[N:37])C>>[NH:1]1[CH:5]=[CH:4][N:3]=[C:2]1[C:20]([C:6]1[NH:8][CH:9]=[CH:10][N:37]=1)([C:17]1[CH:18]=[CH:19][C:14]([Cl:13])=[CH:15][CH:16]=1)[C:23]1[CH:28]=[CH:27][CH:26]=[CH:25][CH:24]=1","To a solution of 27.2 g (0.4 mol) imidazole and 40.4 g (0.4 mol) triethylamine in 300 ml acetonitrile there are added dropwise 54 g (0.2 mol) 4-chlorophenyl-phenyl-dichloromethane. The triethylamine hydrochloride formed starts to separate at room temperature. The mixture is heated at 80° C for 12 hours to complete the reaction. After cooling, the reaction mixture is stirred with 500 ml benzene and washed with water until free of salt. The benzene solution is dried over anhydrous sodium sulphate, filtered and concentrated by evaporation; after recrystallisation of the crude product from acetonitrile, there result 41 g of pure bis-imidazolyl-4-chlorophenyl-phenylmethane of m.p. 140° C.","CCCCCC","",""
"US039857551","[N+:1]([C:4]1[CH:9]=[CH:8][C:7]([OH:10])=[C:6]([NH2:11])[CH:5]=1)([O-:3])=[O:2].[O:12]1[CH:16]=[CH:15][CH:14]=[C:13]1[CH:17]=O>C(O)C>[N+:1]([C:4]1[CH:9]=[CH:8][C:7]2[O:10][C:17]([C:13]3[O:12][CH:16]=[CH:15][CH:14]=3)=[N:11][C:6]=2[CH:5]=1)([O-:3])=[O:2]","Step A - 15.4 g of 4-nitro-2-aminophenol is dissolved in 250 ml of ethanol and to this solution 9.6 g of furaldehyde is added at room temperature. The reaction is allowed to stir at room temperature for 0.25 hr and the precipitated crystals are collected. The resulting Schiff Base is then dissolved in 250 ml of glacial acetic acid, treated with 44 g of lead tetraacetate and then refluxed for 2 hr. The mixture is then diluted with 250 ml of water and the precipitated product is collected and washed with water. Recrystallization from 150 ml of CH2Cl2 yields 10.1 g of 5-nitro-2-(2-furyl)benzoxazole, mp 175°-177°.","C(C)O","",""
"US039857552","[N+:1]([C:4]1[CH:9]=[CH:8][C:7]([OH:10])=[C:6]([NH2:11])[CH:5]=1)([O-:3])=[O:2].[S:12]1[CH:16]=[CH:15][CH:14]=[C:13]1[CH:17]=O.C([O-])(=O)C.C([O-])(=O)C.C([O-])(=O)C.C([O-])(=O)C.[Pb+4]>C(O)(=O)C.O>[N+:1]([C:4]1[CH:9]=[CH:8][C:7]2[O:10][C:17]([C:13]3[S:12][CH:16]=[CH:15][CH:14]=3)=[N:11][C:6]=2[CH:5]=1)([O-:3])=[O:2] |f:2.3.4.5.6|","Step A - 15.4 g of 4-nitro-o-aminophenol and 11.2 g of thiophenecarboxaldehyde are dissolved in glacial acetic acid (450 ml) and heated to 85°. 44.4 g of lead tetraacetate is dissolved in 400 ml glacial acetic acid by warming and added to the above solution. Heating is continued for 0.5 hr and the solution is cooled to room temperature, diluted with an equal volume of water and the dark precipitate is collected and washed with additional water. The crude product is dissolved in CH2Cl2 (800 ml) and heated with 2.0 g of ""Darco"" G-60, followed by evaporation of the CH2Cl2. The resulting material is recrystallized from ethanol-chloroform (3:1) to yield 12.4 g of 5-nitro-2-(2-thienyl)benzoxazol, mp 186°-188°.","O","",""
"US039857553","[N+:1]([C:4]1[CH:9]=[CH:8][C:7]([OH:10])=[C:6]([NH2:11])[CH:5]=1)([O-:3])=[O:2].[CH3:12][C:13]1[O:19][C:16]([CH:17]=O)=[CH:15][CH:14]=1.C([O-])(=O)C.C([O-])(=O)C.C([O-])(=O)C.C([O-])(=O)C.[Pb+4]>CCO.O>[N+:1]([C:4]1[CH:9]=[CH:8][C:7]2[O:10][C:17]([C:16]3[O:19][C:13]([CH3:12])=[CH:14][CH:15]=3)=[N:11][C:6]=2[CH:5]=1)([O-:3])=[O:2] |f:2.3.4.5.6|","7.70 g (0.05 mole) of 4-nitro-2-aminophenol and 5.50 g (0.05 mole) of 5-methylfurfural are dissolved in 400 ml of 95% EtOH and refluxed overnight. The ethanol is removed and the resulting dark red oil is recrystallized from CH3CN yielding golden plates of the Schiff Base, mp 190°98 -193°. This material is then dissolved in CH3CN (200 ml) by heating and 22.2 g (0.05 mole) of lead tetraacetate added. Heating is continued for 5 min and then the solution is diluted with an equal amount of water. The dark brown precipitate is collected, washed with water and recrystallized from CH2Cl2 and Darco G-60 yielding 6.1 g of product (50%), mp 182°-184°.","O","",""
"US039857554","[N+:1]([C:4]1[CH:5]=[CH:6][C:7]2[O:11][C:10]([C:12]3[O:13][C:14]([CH3:17])=[CH:15][CH:16]=3)=[N:9][C:8]=2[CH:18]=1)([O-])=O.CCO.[C:22](Cl)(Cl)=[S:23].C(=O)([O-])[O-].[Ca+2]>C(Cl)(Cl)Cl.[Pd].O>[CH3:17][C:14]1[O:13][C:12]([C:10]2[O:11][C:7]3[CH:6]=[CH:5][C:4]([N:1]=[C:22]=[S:23])=[CH:18][C:8]=3[N:9]=2)=[CH:16][CH:15]=1 |f:3.4|","3.32 g (0.0013 mole) of 5-nitro-2-(5-methyl-2-furyl)benzoxazole and 0.65 g of 10% Pd are suspended in 100 ml of abs. EtOH and hydrogenated at 65 psi over a period of 4 hr. The catalyst is removed and the EtOH evaporated under vacuum yielding a dark brown residue. The residue is dissolved in 150 ml of CHCl3 and added dropwise to the following cold suspension: 1.5 g (0.013 mole) of thiophosgene, 1.3 g (0.013 mole) of calcium carbonate, 150 ml of CHCl3 and 30 ml of water. After the addition is complete the mixture is warmed to room temperature and allowed to stir overnight. The CHCl3 layer is then separated and evaporated to dryness yielding 1.4 g of a light brown solid (43%) mp 110°-121°. This material is then extracted with petroleum ether and the extracts then evaporated yielding a tan solid. This material is recrystallized from petroleum ether yielding 0.540 g of white powder, mp 130°-132° (16%).","O","",""
"US039857555","[CH3:1][N:2]1[CH:6]=[CH:5][CH:4]=[C:3]1[C:7]1[O:8][C:9]2[CH:15]=[CH:14][C:13]([N+:16]([O-])=O)=[CH:12][C:10]=2[N:11]=1>CCO.[Pd]>[NH2:16][C:13]1[CH:14]=[CH:15][C:9]2[O:8][C:7]([C:3]3[N:2]([CH3:1])[CH:6]=[CH:5][CH:4]=3)=[N:11][C:10]=2[CH:12]=1","1.5 g of 2-(1-methyl-2-pyrrolyl)-5-nitrobenzoxazole (0.006 mole) and 0.15 g of 10% Pd/C are suspended in 100 ml of 95% EtOH and hydrogenated at 50 psi over a period of 2.5 hr. The catalyst is removed and the EtOH evaporated under vacuum yielding a brown solid. Crystallization from methanol yields 1.15 g of tan crystals, mp 183°-185° (89%).","CCO","",""
"US039857556","[CH3:1][C:2]1[C:16]([N+:17]([O-])=O)=[CH:15][C:5]2[N:6]=[C:7]([C:9]3[CH:14]=[CH:13][CH:12]=[CH:11][N:10]=3)[O:8][C:4]=2[CH:3]=1>C(O)C.[Pt]=O>[NH2:17][C:16]1[C:2]([CH3:1])=[CH:3][C:4]2[O:8][C:7]([C:9]3[CH:14]=[CH:13][CH:12]=[CH:11][N:10]=3)=[N:6][C:5]=2[CH:15]=1","A suspension of 6-methyl-5-nitro-2-(2-pyridinyl)benzoxazole (10.0 g, 0.044 mole) and platinum oxide (1.0 g) in 150 ml of ethanol is hydrogenated over a period of 2 hours. The catalyst is separated by filtration and the ethanol removed under vacuum yielding 8.7 g of the title compound.","C(C)O","",""
"US039857557","[NH2:1][C:2]1[C:3]([CH3:17])=[CH:4][C:5]2[O:9][C:8]([C:10]3[CH:15]=[CH:14][CH:13]=[CH:12][N:11]=3)=[N:7][C:6]=2[CH:16]=1.C(=O)([O-])[O-].[Ca+2].C(COC)OC.[C:29](Cl)(Cl)=[S:30]>O>[N:1]([C:2]1[C:3]([CH3:17])=[CH:4][C:5]2[O:9][C:8]([C:10]3[CH:15]=[CH:14][CH:13]=[CH:12][N:11]=3)=[N:7][C:6]=2[CH:16]=1)=[C:29]=[S:30] |f:1.2|","A mixture of 5-amino-6-methyl-2-(2-pyridinyl)benzoxazole (8.7 g, 0.044 mole), calcium carbonate (4.44 g, 0.044 mole), glyme (150 ml) and water (50 ml) is cooled to 5° C in an ice-bath, and thiophosgene (5.11 g, 0.044 mole) is added. The mixture is stirred for 0.5 hour at 5° C and then allowed to warm to room temperature and stirred for about 16 hours. The precipitated material is collected, washed with water and crystallized from glyme/water (3:1) yielding 8.1 g of the title compound, melting point 192°-194° C.","O","",""
"US039857801","[Cl:1][CH2:2][CH2:3][Si:4](Cl)(Cl)Cl.C([O:11][C:12](=[O:14])[CH3:13])(=O)C>>[Cl:1][CH2:2][CH2:3][Si:4]([O:11][C:12](=[O:14])[CH3:13])([O:14][C:12](=[O:11])[CH3:13])[O:14][C:12](=[O:11])[CH3:13]","An amount of 40.8 g of 2-chloroethyl-trichlorosilane is dissolved in 71.5 g of acetic acid anhydride, and the solution allowed to stand at room temperature for 21 hours in a closed vessel. The reaction product is concentrated in vacuo to obtain 44.6 g of 2-chloro-ethyl-tris-(acetyloxy)-silane, B.P.: 85° - 88° /0.1 Torr, nD20 = 1.6687.","O","",""
"US039857821","[CH3:1]I.[NH2:3][C:4]1[CH:9]=[CH:8][CH:7]=[CH:6][C:5]=1[NH:10][C:11](=[S:13])[S-:12].[NH4+]>O>[NH2:3][C:4]1[CH:9]=[CH:8][CH:7]=[CH:6][C:5]=1[NH:10][C:11](=[S:12])[S:13][CH3:1] |f:1.2|","Methyl iodide (99.4 g.) is added to a solution of ammonium 2-aminophenyl-dithiocarbamate (141 g.) in water (1050 cc.), whilst keeping the temperature at about 20° C. The mixture is stirred for a further hour after the end of the exothermic reaction. The precipitate obtained is filtered off and is then recrystallized moist from ethanol. Methyl 2-aminophenyl-dithiocarbamate (125 g.), m.p. 114° C., is thus obtained.","O","",""
"US039857851","C(=O)([O-])[O-].[K+].[K+].[NH2:7][C:8]1[N:9]=[C:10]([CH3:16])[NH:11][CH2:12][C:13]=1[C:14]#[N:15]>[Fe-3](C#N)(C#N)(C#N)(C#N)(C#N)C#N.[K+].[K+].[K+].O>[NH2:7][C:8]1[C:13]([C:14]#[N:15])=[CH:12][N:11]=[C:10]([CH3:16])[N:9]=1 |f:0.1.2,4.5.6.7|","1.6 g. of potassium carbonate and 0.1 g. of potassium ferricyanide are added to a suspension of 1.35 g. of 4-amino-5-cyano-1,6-dihydro-2-methyl-pyrimidine in 25 ml. of water. A moderately strong stream of chlorine gas is bubbled through the mixture, which has been cooled to 10° C. with stirring. Initially, all the reactants are dissolved. Subsequently, a precipitate forms. The reaction is completed when excess chlorine is detectable. The reaction normally takes 3 hours. The 4-amino-5-cyano-2-methyl-pyrimidine obtained after re-precipitation from dilute sulfuric acid/dilute sodium hydroxide, has a melting point of 258°-259° C.","O","",""
"US039857581","COC(C1C(C2C=CC=C([N+]([O-])=O)C=2)C(C(OCCCl)=O)=[C:8](C)[NH:9]C=1C)=O.[C:28]1([CH3:34])[CH:33]=[CH:32][CH:31]=[CH:30][CH:29]=1>>[CH3:8][NH:9][CH2:34][C:28]1[CH:33]=[CH:32][CH:31]=[CH:30][CH:29]=1","In 6 ml. of toluene were dissolved 2.0 g. of 2,6-dimethyl-4-(3'-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylic acid 3-β-chloroethyl ester 5-methyl ester and 1.3 g. of N-methylbenzylamine and the solution thus formed was refluxed for 5 hours under heating. After the reaction was over, the reaction mixture was mixed with 30 ml. of chloroform and 10 ml. of water and then the organic layer thus formed was separated and washed with 10 ml. of 10% hydrochloric acid and then with water. The organic solvent solution thus obtained was dried over anhydrous magnesium sulfate and then the solvent was distilled away under reduced pressure. The residue was added to 10 ml. of ethyl acetate and the mixture was stirred under cooling, whereby 2,6-dimethyl-4-(3'-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylic acid 3-β-(N-benzyl-N-methylamino)ethyl ester 5-methyl ester hydrochloride was crystallized. The amount of the product thus obtained was 1.6 g. The product recrystallized from a methanol-acetone mixture had a melting point of 180°-181° C.","O","",""
"US039857582","[CH3:1][N:2]([CH2:11][CH2:12][O:13][C:14](=[O:19])[CH2:15][C:16]([CH3:18])=O)[CH2:3][C:4]1[CH:9]=[CH:8][C:7]([CH3:10])=[CH:6][CH:5]=1.[CH3:20][O:21][C:22](=[O:27])/[CH:23]=[C:24](\[NH2:26])/[CH3:25].[F:28][C:29]([F:39])([F:38])[C:30]1[CH:31]=[C:32]([CH:35]=[CH:36][CH:37]=1)[CH:33]=O.[ClH:40]>CC(C)=O.C(O)C.C(O)(C)C>[ClH:40].[CH3:1][N:2]([CH2:11][CH2:12][O:13][C:14]([C:15]1[CH:33]([C:32]2[CH:35]=[CH:36][CH:37]=[C:30]([C:29]([F:28])([F:38])[F:39])[CH:31]=2)[C:23]([C:22]([O:21][CH3:20])=[O:27])=[C:24]([CH3:25])[NH:26][C:16]=1[CH3:18])=[O:19])[CH2:3][C:4]1[CH:9]=[CH:8][C:7]([CH3:10])=[CH:6][CH:5]=1 |f:7.8|","In 3 ml. of isopropyl alcohol were dissolved 1.07 g. of acetoacetic acid β-(N-methyl-N-p-methylbenzylamino)ethyl ester, 0.466 g, of β-aminocrotonic acid methyl ester, and 0.705 g. of m-trifluoromethyl benzaldehyde and the solution was refluxed for 6 hours. The reaction mixture was concentrated, subjected to a silica gel column chromatography (diameter 4 cm, height 15 cm.), and then the effluents containing the aimed product obtained were collected and concentrated. The residue thus obtained was dissolved in acetone and after adjusting the solution to pH 1-2 with an ethanol solution saturated with hydrogen chloride, the solution was concentrated. Then, by crystallizing the residue formed with acetone, 0.8 g. of 2,6-dimethyl-4-(3'-trifluoromethylphenyl)-1,4-dihydropyridine-3,5-dicarboxylic acid 3-methyl ester 5-β-(N-methyl-N-p-methylbenzylamino)ethyl ester hydrochloride was obtained.","C(C)(C)O","",""
"US039857881","[Cl:1][C:2]1[CH:3]=[C:4]([CH2:14][CH:15](O)[C:16]([O:18][CH2:19][CH3:20])=[O:17])[CH:5]=[CH:6][C:7]=1[CH:8]1[CH2:13][CH2:12][CH2:11][CH2:10][CH2:9]1.S(Cl)([Cl:24])=O>>[Cl:24][CH:15]([CH2:14][C:4]1[CH:5]=[CH:6][C:7]([CH:8]2[CH2:13][CH2:12][CH2:11][CH2:10][CH2:9]2)=[C:2]([Cl:1])[CH:3]=1)[C:16]([O:18][CH2:19][CH3:20])=[O:17]","A mixture of 232 g. (0.747 mole) of ethyl β-(3-chloro-4-cyclohexylphenyl)lactate is stirred with 106.67 g. (0.895 mole) of thionyl chloride at room temperature for 24 hours and then heated to reflux for 6 hours. The cold reaction mixture is poured into 1125 ml. of ice-cold water with stirring. The mixture is extracted with 800 ml. of ether. The ethereal solution is washed with 450 ml. of cold saturated sodium hydrocarbonate solution followed by washing twice, each time with 250 ml. of cold water. The ethereal solution is dried over anhydrous sodium sulfate and filtered. The solvent is removed in vacuo to obtain ethyl α-chloro-β-(3-chloro-4-cyclohexylphenyl)propionate.","C1=CC=CC=C1","",""
"US039857883","[Cl:1][CH:2]([CH2:8][C:9]1[CH:14]=[CH:13][C:12]([CH:15]2[CH2:20][CH2:19][CH2:18][CH2:17][CH2:16]2)=[C:11]([Cl:21])[CH:10]=1)[C:3]([O:5]CC)=[O:4].Cl>C(O)(=O)C>[Cl:1][CH:2]([CH2:8][C:9]1[CH:14]=[CH:13][C:12]([CH:15]2[CH2:16][CH2:17][CH2:18][CH2:19][CH2:20]2)=[C:11]([Cl:21])[CH:10]=1)[C:3]([OH:5])=[O:4]","A mixture of 54.8 g. (0.167 moles) of the ethyl α-chloro-β-(3-chloro-4-cyclohexylphenyl)propionate and 160 ml. of glacial acetic acid containing 40 ml. of 37% hydrochloric acid is refluxed for 20 hours. The mixture is concentrated under reduced pressure to give a gummy residue. The latter material is dissolved in 300 ml. of n-hexane, washed with ice-cold water (100 ml. total), dried over sodium sulfate and filtered. The hexane is removed to give α-chloro-β-(3-chloro-4-cyclohexylphenyl)propionic acid.","C(C)(=O)O","",""
